Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2
Line.LINE109,    4.44243,   -48.10,    13.3241,  -168.26,    8.84064,    71.81,          0,     0.00,    7.69697,   161.97,    4.44243,   131.90,    13.3241,    11.74,    8.84064,  -108.19,          0,     0.00,    7.69697,   -18.03
Line.LINE110,    71.6182,   -47.99,    62.5589,  -168.30,    57.6126,    71.84,          0,     0.00,    12.0827,   -67.48,    71.6182,   132.01,    62.5589,    11.70,    57.6126,  -108.16,          0,     0.00,    12.0827,   112.52
Line.LINE111, 1.41493E-009,  -135.63, 1.1558E-009,  -126.62, 4.417E-009,    43.00,          0,     0.00, 1.8813E-009,    35.60, 1.41493E-009,    44.37, 1.1558E-009,    53.38, 4.417E-009,  -137.00,          0,     0.00, 1.8813E-009,  -144.40
Line.LINE112,    4.44243,   -48.10,    13.3241,  -168.26,    8.84064,    71.81,          0,     0.00,    7.69697,   161.97,    4.44243,   131.90,    13.3241,    11.74,    8.84064,  -108.19,          0,     0.00,    7.69697,   -18.03
Line.LINE113,    71.6182,   -47.99,    62.5589,  -168.30,    57.6126,    71.84,          0,     0.00,    12.0827,   -67.48,    71.6182,   132.01,    62.5589,    11.70,    57.6126,  -108.16,          0,     0.00,    12.0827,   112.52
Line.LINE114, 1.42904E-009,  -134.54, 1.17669E-009,  -129.10, 4.42233E-009,    42.93,          0,     0.00, 1.84327E-009,    35.89, 1.42904E-009,    45.46, 1.17669E-009,    50.90, 4.42233E-009,  -137.07,          0,     0.00, 1.84327E-009,  -144.11
Line.LINE115,    4.44243,   -48.10,    13.3241,  -168.26,    8.84064,    71.81,          0,     0.00,    7.69697,   161.97,    4.44243,   131.90,    13.3241,    11.74,    8.84064,  -108.19,          0,     0.00,    7.69697,   -18.03
Line.LINE116,    4.44782,   -48.08,    8.89086,  -168.26,    8.84745,    71.82,          0,     0.00,    4.43249,   132.13,    4.44782,   131.92,    8.89086,    11.74,    8.84745,  -108.18,          0,     0.00,    4.43249,   -47.87
Line.LINE117,    67.1704,   -47.98,    53.6681,  -168.30,    48.7651,    71.84,          0,     0.00,     16.326,   -62.25,    67.1704,   132.02,    53.6681,    11.70,    48.7651,  -108.16,          0,     0.00,     16.326,   117.75
Line.LINE118, 1.32734E-009,  -142.13, 1.25687E-009,  -132.18, 4.12905E-009,    40.43,          0,     0.00, 1.55998E-009,    36.66, 1.32734E-009,    37.87, 1.25687E-009,    47.82, 4.12905E-009,  -139.57,          0,     0.00, 1.55998E-009,  -143.34
Line.LINE119,    4.44243,   -48.10,    13.3241,  -168.26,    8.84064,    71.81,          0,     0.00,    7.69697,   161.97,    4.44243,   131.90,    13.3241,    11.74,    8.84064,  -108.19,          0,     0.00,    7.69697,   -18.03
Line.LINE120, 2.60313E-010,   153.43, 2.09871E-010,    33.69, 1.74661E-010,   -91.19,          0,     0.00, 8.49295E-011,   136.74, 2.60313E-010,   -26.57, 2.09871E-010,  -146.31, 1.74661E-010,    88.81,          0,     0.00, 8.49295E-011,   -43.26
Line.LINE121,    4.44782,   -48.08,    8.89086,  -168.26,    8.84745,    71.82,          0,     0.00,    4.43249,   132.13,    4.44782,   131.92,    8.89086,    11.74,    8.84745,  -108.18,          0,     0.00,    4.43249,   -47.87
Line.LINE122,    67.1704,   -47.98,    53.6681,  -168.30,    48.7651,    71.84,          0,     0.00,     16.326,   -62.25,    67.1704,   132.02,    53.6681,    11.70,    48.7651,  -108.16,          0,     0.00,     16.326,   117.75
Line.LINE123, 1.52594E-009,  -145.10, 1.35669E-009,  -125.39, 4.36363E-009,    43.92,          0,     0.00, 1.52344E-009,    43.45, 1.52594E-009,    34.90, 1.35669E-009,    54.61, 4.36363E-009,  -136.08,          0,     0.00, 1.52344E-009,  -136.55
Line.LINE124,    4.44243,   -48.10,    13.3241,  -168.26,    8.84064,    71.81,          0,     0.00,    7.69697,   161.97,    4.44243,   131.90,    13.3241,    11.74,    8.84064,  -108.19,          0,     0.00,    7.69697,   -18.03
Line.LINE125, 2.60313E-010,   153.43, 3.13458E-010,    21.80, 2.91044E-010,   -90.36,          0,     0.00, 8.10421E-011,   -45.91, 2.60313E-010,   -26.57, 3.13458E-010,  -158.20, 2.91044E-010,    89.64,          0,     0.00, 8.10421E-011,   134.09
Line.LINE126,    4.44782,   -48.08,    8.89086,  -168.26,    8.84745,    71.82,          0,     0.00,    4.43249,   132.13,    4.44782,   131.92,    8.89086,    11.74,    8.84745,  -108.18,          0,     0.00,    4.43249,   -47.87
Line.LINE127,    67.1704,   -47.98,    53.6681,  -168.30,    48.7651,    71.84,          0,     0.00,     16.326,   -62.25,    67.1704,   132.02,    53.6681,    11.70,    48.7651,  -108.16,          0,     0.00,     16.326,   117.75
Line.LINE128, 1.58796E-009,  -153.90, 1.64636E-009,  -135.00, 4.56402E-009,    37.75,          0,     0.00, 1.38021E-009,    42.44, 1.58796E-009,    26.10, 1.64636E-009,    45.00, 4.56402E-009,  -142.25,          0,     0.00, 1.38021E-009,  -137.56
Line.LINE129,    4.44243,   -48.10,    13.3241,  -168.26,    8.84064,    71.81,          0,     0.00,    7.69697,   161.97,    4.44243,   131.90,    13.3241,    11.74,    8.84064,  -108.19,          0,     0.00,    7.69697,   -18.03
Line.LINE130, 1.30156E-010,   153.43, 1.30156E-010,    26.57, 2.32838E-010,   -90.45,          0,     0.00, 1.1643E-010,   -90.90, 1.30156E-010,   -26.57, 1.30156E-010,  -153.43, 2.32838E-010,    89.55,          0,     0.00, 1.1643E-010,    89.10
Line.LINE131,    4.44782,   -48.08, 1.21065E-009,  -158.83, 8.22193E-010,    89.71,          0,     0.00,    4.44782,   -48.08,    4.44782,   131.92, 1.21065E-009,    21.17, 8.22193E-010,   -90.29,          0,     0.00,    4.44782,   131.92
Line.LINE132, 6.08133E-009,    -3.77,    8.89086,  -168.26,    8.84745,    71.82,          0,     0.00,    8.88029,   132.02, 6.08133E-009,   176.23,    8.89086,    11.74,    8.84745,  -108.18,          0,     0.00,    8.88029,   -47.98
Line.LINE133,    67.1704,   -47.98,    53.6681,  -168.30,    48.7651,    71.84,          0,     0.00,     16.326,   -62.25,    67.1704,   132.02,    53.6681,    11.70,    48.7651,  -108.16,          0,     0.00,     16.326,   117.75
Line.LINE134, 1.33886E-009,  -142.51, 1.46909E-009,  -123.69, 4.57773E-009,    41.39,          0,     0.00, 1.84488E-009,    32.44, 1.33886E-009,    37.49, 1.46909E-009,    56.31, 4.57773E-009,  -138.61,          0,     0.00, 1.84488E-009,  -147.56
Line.LINE135,    4.44243,   -48.10,    13.3241,  -168.26,    8.84064,    71.81,          0,     0.00,    7.69697,   161.97,    4.44243,   131.90,    13.3241,    11.74,    8.84064,  -108.19,          0,     0.00,    7.69697,   -18.03
Line.LINE136, 2.09871E-010,   146.31, 1.95234E-010,    26.57, 1.74644E-010,   -90.90,          0,     0.00, 2.92314E-011,    95.36, 2.09871E-010,   -33.69, 1.95234E-010,  -153.43, 1.74644E-010,    89.10,          0,     0.00, 2.92314E-011,   -84.64
Line.LINE137,    4.44782,   -48.08, 1.04925E-009,  -154.10, 8.1494E-010,    89.49,          0,     0.00,    4.44782,   -48.08,    4.44782,   131.92, 1.04925E-009,    25.90, 8.1494E-010,   -90.51,          0,     0.00,    4.44782,   131.92
Line.LINE138, 6.12489E-009,    -3.75,    8.89086,  -168.26,    8.84745,    71.82,          0,     0.00,    8.88029,   132.02, 6.12489E-009,   176.25,    8.89086,    11.74,    8.84745,  -108.18,          0,     0.00,    8.88029,   -47.98
Line.LINE139,    67.1704,   -47.98,    53.6681,  -168.30,    48.7651,    71.84,          0,     0.00,     16.326,   -62.25,    67.1704,   132.02,    53.6681,    11.70,    48.7651,  -108.16,          0,     0.00,     16.326,   117.75
Line.LINE140, 1.39281E-009,  -152.63, 1.51347E-009,  -133.05, 4.26349E-009,    38.90,          0,     0.00, 1.40183E-009,    41.63, 1.39281E-009,    27.37, 1.51347E-009,    46.95, 4.26349E-009,  -141.10,          0,     0.00, 1.40183E-009,  -138.37
Line.LINE141,    4.44243,   -48.10,    13.3241,  -168.26,    8.84064,    71.81,          0,     0.00,    7.69697,   161.97,    4.44243,   131.90,    13.3241,    11.74,    8.84064,  -108.19,          0,     0.00,    7.69697,   -18.03
Line.LINE142, 6.50781E-011,   153.43, 6.50781E-011,    26.57, 1.81899E-012,   180.00,          0,     0.00, 5.82361E-011,    91.79, 6.50781E-011,   -26.57, 6.50781E-011,  -153.43, 1.81899E-012,     0.00,          0,     0.00, 5.82361E-011,   -88.21
Line.LINE143,    4.44782,   -48.08, 1.13019E-009,  -156.37, 8.1494E-010,    89.49,          0,     0.00,    4.44782,   -48.08,    4.44782,   131.92, 1.13019E-009,    23.63, 8.1494E-010,   -90.51,          0,     0.00,    4.44782,   131.92
Line.LINE144, 6.07498E-009,    -4.81,    8.89086,  -168.26,    8.84745,    71.82,          0,     0.00,    8.88029,   132.02, 6.07498E-009,   175.19,    8.89086,    11.74,    8.84745,  -108.18,          0,     0.00,    8.88029,   -47.98
Line.LINE145,    67.1704,   -47.98,    53.6681,  -168.30,    48.7651,    71.84,          0,     0.00,     16.326,   -62.25,    67.1704,   132.02,    53.6681,    11.70,    48.7651,  -108.16,          0,     0.00,     16.326,   117.75
Line.LINE146, 1.56188E-009,  -153.43, 1.63397E-009,   -94.09, 3.81871E-009,    37.57,          0,     0.00, 1.5134E-009,     0.00, 1.56188E-009,    26.57, 1.63397E-009,    85.91, 3.81871E-009,  -142.43,          0,     0.00, 1.5134E-009,   180.00
Line.LINE147,    4.44243,   -48.10,    13.3241,  -168.26,    8.84064,    71.81,          0,     0.00,    7.69697,   161.97,    4.44243,   131.90,    13.3241,    11.74,    8.84064,  -108.19,          0,     0.00,    7.69697,   -18.03
Line.LINE148, 1.45519E-010,   143.13, 1.45519E-010,    36.87, 1.74625E-010,   -90.30,          0,     0.00, 9.09495E-013,   180.00, 1.45519E-010,   -36.87, 1.45519E-010,  -143.13, 1.74625E-010,    89.70,          0,     0.00, 9.09495E-013,     0.00
Line.LINE149,    4.44782,   -48.08, 1.14859E-009,  -166.16, 8.152E-010,    88.47,          0,     0.00,    4.44782,   -48.08,    4.44782,   131.92, 1.14859E-009,    13.84, 8.152E-010,   -91.53,          0,     0.00,    4.44782,   131.92
Line.LINE150, 6.03729E-009,    -3.73, 5.77036E-009,   110.67,    8.84745,    71.82,          0,     0.00,    8.84745,    71.82, 6.03729E-009,   176.27, 5.77036E-009,   -69.33,    8.84745,  -108.18,          0,     0.00,    8.84745,  -108.18
Line.LINE151, 9.34946E-011,    -1.05,    8.89086,  -168.26, 1.05594E-009,    92.39,          0,     0.00,    8.89086,  -168.26, 9.34946E-011,   178.95,    8.89086,    11.74, 1.05594E-009,   -87.61,          0,     0.00,    8.89086,    11.74
Line.LINE152,    67.1704,   -47.98,    53.6681,  -168.30,    48.7651,    71.84,          0,     0.00,     16.326,   -62.25,    67.1704,   132.02,    53.6681,    11.70,    48.7651,  -108.16,          0,     0.00,     16.326,   117.75
Line.LINE153, 2.14659E-009,  -167.47, 4.19095E-009,     0.00, 4.65661E-009,    53.13,          0,     0.00, 5.87638E-009,    33.69, 2.14659E-009,    12.53, 4.19095E-009,   180.00, 4.65661E-009,  -126.87,          0,     0.00, 5.87638E-009,  -146.31
Line.LINE154,    4.44243,   -48.10,    13.3241,  -168.26,    8.84064,    71.81,          0,     0.00,    7.69697,   161.97,    4.44243,   131.90,    13.3241,    11.74,    8.84064,  -108.19,          0,     0.00,    7.69697,   -18.03
Line.LINE155, 2.91038E-010,   143.13, 2.74565E-010,    32.01, 2.91074E-010,   -90.90,          0,     0.00, 2.9457E-011,    98.88, 2.91038E-010,   -36.87, 2.74565E-010,  -147.99, 2.91074E-010,    89.10,          0,     0.00, 2.9457E-011,   -81.12
Line.LINE156,    4.44782,   -48.08, 1.07965E-009,  -158.87, 8.1494E-010,    89.49,          0,     0.00,    4.44782,   -48.08,    4.44782,   131.92, 1.07965E-009,    21.13, 8.1494E-010,   -90.51,          0,     0.00,    4.44782,   131.92
Line.LINE157, 6.02201E-009,    -2.29, 5.70096E-009,   109.85,    8.84745,    71.82,          0,     0.00,    8.84745,    71.82, 6.02201E-009,   177.71, 5.70096E-009,   -70.15,    8.84745,  -108.18,          0,     0.00,    8.84745,  -108.18
Line.LINE158, 1.39912E-010,   -29.61,    8.89086,  -168.26, 9.32033E-010,    92.24,          0,     0.00,    8.89086,  -168.26, 1.39912E-010,   150.39,    8.89086,    11.74, 9.32033E-010,   -87.76,          0,     0.00,    8.89086,    11.74
Line.LINE159,    67.1704,   -47.98,    53.6681,  -168.30,    48.7651,    71.84,          0,     0.00,     16.326,   -62.25,    67.1704,   132.02,    53.6681,    11.70,    48.7651,  -108.16,          0,     0.00,     16.326,   117.75
Line.LINE160, 2.71525E-009,   -30.96, 2.32831E-009,    36.87, 1.86265E-009,    90.00,          0,     0.00, 4.58623E-009,    23.96, 2.71525E-009,   149.04, 2.32831E-009,  -143.13, 1.86265E-009,   -90.00,          0,     0.00, 4.58623E-009,  -156.04
Line.LINE161, 2.16882E-011,   142.27,     4.4399,  -168.26, 2.55024E-011,    86.93,          0,     0.00,     4.4399,  -168.26, 2.16882E-011,   -37.73,     4.4399,    11.74, 2.55024E-011,   -93.07,          0,     0.00,     4.4399,    11.74
Line.LINE162,    4.44243,   -48.10,    8.88417,  -168.26,    8.84064,    71.81,          0,     0.00,    4.43001,   132.14,    4.44243,   131.90,    8.88417,    11.74,    8.84064,  -108.19,          0,     0.00,    4.43001,   -47.86
Line.LINE163, 2.86639E-010,   156.04, 2.60313E-010,    26.57, 2.32847E-010,   -90.67,          0,     0.00, 3.18323E-011,   180.00, 2.86639E-010,   -23.96, 2.60313E-010,  -153.43, 2.32847E-010,    89.33,          0,     0.00, 3.18323E-011,     0.00
Line.LINE164,    4.44782,   -48.08, 1.02608E-009,  -158.53, 7.57128E-010,    88.07,          0,     0.00,    4.44782,   -48.08,    4.44782,   131.92, 1.02608E-009,    21.47, 7.57128E-010,   -91.93,          0,     0.00,    4.44782,   131.92
Line.LINE165, 6.12808E-009,    -1.36, 5.67174E-009,   110.11,    8.84745,    71.82,          0,     0.00,    8.84745,    71.82, 6.12808E-009,   178.64, 5.67174E-009,   -69.89,    8.84745,  -108.18,          0,     0.00,    8.84745,  -108.18
Line.LINE166, 5.85265E-011,   122.95,    8.89086,  -168.26, 1.16472E-009,    91.79,          0,     0.00,    8.89086,  -168.26, 5.85265E-011,   -57.05,    8.89086,    11.74, 1.16472E-009,   -88.21,          0,     0.00,    8.89086,    11.74
Line.LINE167,    67.1704,   -47.98,    53.6681,  -168.30,    48.7651,    71.84,          0,     0.00,     16.326,   -62.25,    67.1704,   132.02,    53.6681,    11.70,    48.7651,  -108.16,          0,     0.00,     16.326,   117.75
Line.LINE168, 3.29272E-010,    45.00, 8.39483E-010,  -146.31, 4.65661E-010,    90.00,          0,     0.00, 5.20625E-010,   153.43, 3.29272E-010,  -135.00, 8.39483E-010,    33.69, 4.65661E-010,   -90.00,          0,     0.00, 5.20625E-010,   -26.57
Line.LINE169, 9.34724E-012,    18.43,     4.4399,  -168.26, 2.9118E-011,    88.21,          0,     0.00,     4.4399,  -168.26, 9.34724E-012,  -161.57,     4.4399,    11.74, 2.9118E-011,   -91.79,          0,     0.00,     4.4399,    11.74
Line.LINE170,    4.44243,   -48.10,    8.88417,  -168.26,    8.84064,    71.81,          0,     0.00,    4.43001,   132.14,    4.44243,   131.90,    8.88417,    11.74,    8.84064,  -108.19,          0,     0.00,    4.43001,   -47.86
Line.LINE171, 1.45519E-010,   143.13, 1.64636E-010,    45.00, 2.91044E-010,   -90.36,          0,     0.00, 8.73304E-011,   -91.19, 1.45519E-010,   -36.87, 1.64636E-010,  -135.00, 2.91044E-010,    89.64,          0,     0.00, 8.73304E-011,    88.81
Line.LINE172,    4.44782,   -48.08, 7.75629E-010,  -157.96, 5.82122E-010,    89.28,          0,     0.00,    4.44782,   -48.08,    4.44782,   131.92, 7.75629E-010,    22.04, 5.82122E-010,   -90.72,          0,     0.00,    4.44782,   131.92
Line.LINE173, 5.42788E-009,     0.15, 5.73412E-009,   111.75, 9.38773E-009,    86.62,          0,     0.00, 1.5209E-008,    75.31, 5.42788E-009,  -179.85, 5.73412E-009,   -68.25, 9.38773E-009,   -93.38,          0,     0.00, 1.5209E-008,  -104.69
Line.LINE174, 6.85024E-010,   -30.53, 2.37643E-010,     9.44,    8.84745,    71.82,          0,     0.00,    8.84745,    71.82, 6.85024E-010,   149.47, 2.37643E-010,  -170.56,    8.84745,  -108.18,          0,     0.00,    8.84745,  -108.18
Line.LINE175, 2.74942E-010,    39.43,    8.89086,  -168.26, 4.6657E-010,    93.58,          0,     0.00,    8.89086,  -168.26, 2.74942E-010,  -140.57,    8.89086,    11.74, 4.6657E-010,   -86.42,          0,     0.00,    8.89086,    11.74
Line.LINE176,    67.1704,   -47.98,    53.6681,  -168.30,    48.7651,    71.84,          0,     0.00,     16.326,   -62.25,    67.1704,   132.02,    53.6681,    11.70,    48.7651,  -108.16,          0,     0.00,     16.326,   117.75
Line.LINE177, 7.67261E-012,   115.33,     4.4399,  -168.26, 4.54747E-013,     0.00,          0,     0.00,     4.4399,  -168.26, 7.67261E-012,   -64.67,     4.4399,    11.74, 4.54747E-013,   180.00,          0,     0.00,     4.4399,    11.74
Line.LINE178,    4.44243,   -48.10,    8.88417,  -168.26, 2.60313E-010,   116.57,          0,     0.00,    7.68117,  -138.26,    4.44243,   131.90,    8.88417,    11.74, 2.60313E-010,   -63.43,          0,     0.00,    7.68117,    41.74
Line.LINE179, 5.0512E-010,   -37.52, 5.98041E-010,    25.35,    8.84064,    71.81,          0,     0.00,    8.84064,    71.81, 5.0512E-010,   142.48, 5.98041E-010,  -154.65,    8.84064,  -108.19,          0,     0.00,    8.84064,  -108.19
Line.LINE180, 2.09871E-010,   146.31, 2.60313E-010,    26.57, 2.32831E-010,   -90.00,          0,     0.00, 5.82077E-011,     0.00, 2.09871E-010,   -33.69, 2.60313E-010,  -153.43, 2.32831E-010,    90.00,          0,     0.00, 5.82077E-011,   180.00
Line.LINE181,    4.44782,   -48.08, 8.81291E-010,  -159.65, 4.65889E-010,    88.21,          0,     0.00,    4.44782,   -48.08,    4.44782,   131.92, 8.81291E-010,    20.35, 4.65889E-010,   -91.79,          0,     0.00,    4.44782,   131.92
Line.LINE182, 5.25934E-009,     5.08, 5.93718E-009,   118.07, 8.49752E-009,    80.54,          0,     0.00, 1.46007E-008,    74.74, 5.25934E-009,  -174.92, 5.93718E-009,   -61.93, 8.49752E-009,   -99.46,          0,     0.00, 1.46007E-008,  -105.26
Line.LINE183, 7.52117E-010,   -27.28, 2.34947E-010,     2.88,    8.84745,    71.82,          0,     0.00,    8.84745,    71.82, 7.52117E-010,   152.72, 2.34947E-010,  -177.12,    8.84745,  -108.18,          0,     0.00,    8.84745,  -108.18
Line.LINE184, 5.49139E-011,   -83.58,    8.89086,  -168.26, 1.397E-009,    89.70,          0,     0.00,    8.89086,  -168.26, 5.49139E-011,    96.42,    8.89086,    11.74, 1.397E-009,   -90.30,          0,     0.00,    8.89086,    11.74
Line.LINE185,    67.1704,   -47.98,    53.6681,  -168.30,    48.7651,    71.84,          0,     0.00,     16.326,   -62.25,    67.1704,   132.02,    53.6681,    11.70,    48.7651,  -108.16,          0,     0.00,     16.326,   117.75
Line.LINE186,    4.44243,   -48.10,    8.88417,  -168.26, 6.50781E-011,   116.57,          0,     0.00,    7.68117,  -138.26,    4.44243,   131.90,    8.88417,    11.74, 6.50781E-011,   -63.43,          0,     0.00,    7.68117,    41.74
